//<Version>ODV Spreadsheet V4.0</Version>
//<Creator>tremenyi@SCLS-SPN-14234.local</Creator>
//<CreateTime>2012-05-13T08:32:49</CreateTime>
//<Software>Ocean Data View Version 4.3.5 - 2010</Software>
//<Source>/Users/tremenyi/Documents/ODV/data/SAZSENSE/SAZSENSE_TM_20120209.odv</Source>
//<SourceLastModified>2012-05-04T12:51:19</SourceLastModified>
//<DataField>GeneralField</DataField>
//<DataType>GeneralType</DataType>
//
Cruise	Station	Type	yyyy-mm-ddThh:mm:ss.sss	Longitude [degrees_east]	Latitude [degrees_north]	Bot. Depth	Depth	Al	Co	Ni	Cu	Zn	Cd	Pb	Fe
au0703	44	B	2007-02-02T03:28:40.000	146.1330	-54.015	2500	2118.000								
au0703	44	B	2007-02-02T03:28:40.000	146.1330	-54.015	2500	2162.000								
au0703	44	B	2007-02-02T03:28:40.000	146.1330	-54.015	2500	2208.000								
au0703	44	B	2007-02-02T03:28:40.000	146.1330	-54.015	2500	2254.000								
au0703	44	B	2007-02-02T03:28:40.000	146.1330	-54.015	2500	2300.000								
au0703	44	B	2007-02-02T03:28:40.000	146.1330	-54.015	2500	2348.000								
au0703	44	B	2007-02-02T03:28:40.000	146.1330	-54.015	2500	2396.000								
au0703	44	B	2007-02-02T03:28:40.000	146.1330	-54.015	2500	2446.000								
au0703	44	B	2007-02-02T03:28:40.000	146.1330	-54.015	2500	2496.000								
au0703	44	B	2007-02-02T03:28:40.000	146.1330	-54.015	2500	2548.000								
au0703	44	B	2007-02-02T03:28:40.000	146.1330	-54.015	2500	2600.000								
au0703	44	B	2007-02-02T03:28:40.000	146.1330	-54.015	2500	2654.000								
au0703	44	B	2007-02-02T03:28:40.000	146.1330	-54.015	2500	2710.000								
au0703	44	B	2007-02-02T03:28:40.000	146.1330	-54.015	2500	2766.000								
au0703	44	B	2007-02-02T03:28:40.000	146.1330	-54.015	2500	2824.000								
au0703	44	B	2007-02-02T03:28:40.000	146.1330	-54.015	2500	2882.000								
au0703	44	B	2007-02-02T03:28:40.000	146.1330	-54.015	2500	2942.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	2.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	12.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	22.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	32.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	42.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	52.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	64.681								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	64.734								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	64.748								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	64.785								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	64.788								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	64.816								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	64.817								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	64.855								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	64.867								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	64.880								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	64.885								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	64.893								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	64.902								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	64.910								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	64.911								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	64.914								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	64.980								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	64.992								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	65.040								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	65.044								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	65.046								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	65.064								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	65.099								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	65.129								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	76.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	86.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	96.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	106.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	116.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	126.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	136.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	146.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	156.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	166.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	176.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	186.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	196.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	206.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	216.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	226.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	236.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	246.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	256.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	266.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	276.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	286.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	296.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	306.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	316.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	326.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	336.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	346.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	356.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	366.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	376.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	386.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	396.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	406.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	416.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	426.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	436.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	446.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	456.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	466.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	476.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	486.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	496.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	508.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	520.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	532.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	544.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	556.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	568.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	580.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	592.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	606.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	620.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	634.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	648.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	662.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	676.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	690.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	706.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	722.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	738.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	754.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	770.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	786.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	804.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	822.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	840.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	858.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	876.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	894.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	914.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	934.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	954.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	974.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	994.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	1016.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	1038.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	1060.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	1082.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	1106.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	1130.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	1154.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	1178.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	1204.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	1230.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	1256.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	1282.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	1310.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	1338.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	1366.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	1394.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	1424.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	1454.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	1484.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	1516.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	1548.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	1580.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	1614.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	1648.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	1682.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	1718.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	1754.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	1790.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	1828.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	1866.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	1906.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	1946.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	1986.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	2028.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	2070.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	2114.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	2158.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	2204.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	2250.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	2296.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	2344.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	2392.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	2442.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	2492.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	2544.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	2596.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	2650.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	2706.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	2762.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	2820.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	2878.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	2938.000								
au0703	45	B	2007-02-02T10:30:12.000	146.2433	-54.044	1500	2998.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	10.145								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	10.305								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	19.158								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	19.338								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	29.330								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	29.377								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	39.377								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	39.447								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	59.554								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	59.575								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	78.997								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	79.025								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	79.042								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	79.158								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	79.171								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	79.213								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	79.241								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	79.252								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	79.269								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	79.280								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	79.295								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	79.328								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	79.331								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	79.423								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	90.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	100.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	110.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	120.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	130.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	140.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	150.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	160.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	170.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	180.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	190.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	200.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	210.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	220.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	230.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	240.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	250.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	260.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	270.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	280.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	290.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	300.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	310.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	320.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	330.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	340.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	350.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	360.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	370.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	380.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	390.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	400.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	410.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	420.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	430.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	440.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	450.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	460.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	470.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	480.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	490.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	500.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	512.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	524.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	536.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	548.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	560.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	572.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	584.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	596.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	610.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	624.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	638.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	652.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	666.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	680.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	694.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	710.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	726.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	742.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	758.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	774.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	790.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	808.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	826.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	844.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	862.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	880.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	898.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	918.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	938.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	958.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	978.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	998.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	1020.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	1042.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	1064.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	1086.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	1110.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	1134.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	1158.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	1182.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	1208.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	1234.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	1260.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	1286.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	1314.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	1342.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	1370.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	1398.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	1428.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	1458.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	1488.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	1520.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	1552.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	1584.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	1618.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	1652.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	1686.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	1722.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	1758.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	1794.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	1832.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	1870.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	1910.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	1950.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	1990.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	2032.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	2074.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	2118.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	2162.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	2208.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	2254.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	2300.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	2348.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	2396.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	2446.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	2496.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	2548.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	2600.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	2654.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	2710.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	2766.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	2824.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	2882.000								
au0703	46	B	2007-02-02T14:45:57.000	146.3192	-54.128	2500	2942.000								
au0703	47	B	2007-02-02T16:13:28.000	146.3233	-54.126	2500	2.000								
au0703	47	B	2007-02-02T16:13:28.000	146.3233	-54.126	2500	19.610								
au0703	47	B	2007-02-02T16:13:28.000	146.3233	-54.126	2500	19.644								
au0703	47	B	2007-02-02T16:13:28.000	146.3233	-54.126	2500	19.718								
au0703	47	B	2007-02-02T16:13:28.000	146.3233	-54.126	2500	19.729								
